publisher,identifier 1,identifier 2,filename 1,filename 2,title,date_text,date_single/start,date_end,date_qualifier,creator 1,creator 2,contributor,abstract,abstract 2,note,note_2,subject1,subject2 1,subject3,subject4,subject5,coverage,rights 1,internet_media_type,item_type,form,form_authority,relation2,collection,collection_identifier,source 2,relation,digital_origin
"University of Tennessee Libraries, Knoxville",0012_003589_000316_0001,0012_003589_000316_0002,gsmrc-post_54_01,gsmrc-post_54_02,"The Road Turn at Walker Prong, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,"Thompsons, Knoxville",Unused postcard depicting a hairpin turn.,Here the road makes a complete horse shoe turn as it leaves the stream for its final climb to the top of the mountain.  Wide sweeping curves afford comfortable and safe motoring in all the seasons of the year.,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000317_0001,0012_003589_000317_0002,gsmrc-post_55_01,gsmrc-post_55_02,"View of the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,Unused postcard.,The Loop is one of the striking engineering features of the Newfound Gap Highway.  From here the finest views may be had of the towering Chimney Tops.,Creation date inferred from archival collection dates.,,Chimney Tops,Newfound Gap Highway/U.S. 441,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000318_0001,0012_003589_000318_0002,gsmrc-post_56_01,gsmrc-post_56_02,Overlooking Newfound Gap Highway from Chimney Tops in the Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,The ruggedness of Chimney Tops cannot be appreciated until one climbs to the top.  Here we see the highway winding its way through the valley. Flowering shrubs grow from every crevice and during the flowering season when the Rhododendron and Allegheny Myrtle are in bloom it is a gorgeous sight.,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,Chimney Tops,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000319_0001,0012_003589_000319_0002,gsmrc-post_57_01,gsmrc-post_57_02,Cub Bear in Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Standard Souvenirs & Novelties, Inc., Knoxville, Tenn.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Black bears,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000320_0001,0012_003589_000320_0002,gsmrc-post_58_01,gsmrc-post_58_02,One of the Numerous Pretty Waterfalls in the Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Waterfalls,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000321_0001,0012_003589_000321_0002,gsmrc-post_59_01,gsmrc-post_59_02,"Mt. Guyot from the Pinnacle, the Great Smoky Mountains National Park.",Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,Jim Thompson Co.,Unused postcard.,,Creation date inferred from archival collection dates.,,Mount Guyot,Pinnacle Lead,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000322_0001,0012_003589_000322_0002,gsmrc-post_60_01,gsmrc-post_60_02,"Pi Beta Phi Health Center, Gatlinburg, TN",Undated,1910,1955,inferred,Unknown,Unknown,,Unused postcard with black and white photographic image.,,Creation date inferred from archival collection dates.,,Pi Beta Phi Settlement School,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000323_0001,0012_003589_000323_0002,gsmrc-post_61_01,gsmrc-post_61_02,Mountain School,Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,Unused postcard with black and white photographic image.,"Note on back says, ""Not Pi Phi School – A Rural School.""",Creation date inferred from archival collection dates.,,Schoolhouses,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000324_0001,0012_003589_000324_0002,gsmrc-post_62_01,gsmrc-post_62_02,"Bathing at Kinzel Springs, Tenn.",1926-08-19,1926-08-19,,,"Knoxville Engraving Co., Knoxville, Tenn.",Unknown,,"Postcard with handwritten note mailed on August 19, 1926 from Kinzel Springs, Tenn. to Mrs. J.M. Tillery, Knoxville for a postage of 2 cents.",,,,Kinzel Springs,Swimming,Recreation,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000325_0001,0012_003589_000325_0002,gsmrc-post_63_01,gsmrc-post_63_02,"Kinzel Springs, Tenn.",Undated,1910,1955,inferred,"Knoxville Engraving Co., Knoxville, Tenn.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Kinzel Springs,Hotels,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000326_0001,0012_003589_000326_0002,gsmrc-post_64_01,gsmrc-post_64_02,"Mt. Leconte, from Cat Stairs –- Huggins Hall, Great Smoky Mountains, National Park, near Knoxville, Tenn.",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,Thompson Bros.,Unused postcard with two panoramic images on the front.,"The Great Smoky Mountains are located 35 miles from Knoxville.  They are pictures of unbelievable beauty.  Streams dashing against rocks, and over cascades, waterfalls in various heights, precipitous cliffs, peaks and bluffs and an ever-changing variety of color meet the eye at every turn.  Seven peaks rise to an altitude of more than 6000 feet.  Seven states can be seen from Mt. Leconte which is the highest peak in the range.  It rises 6680 feet above sea level.  The Great Smokies cover 704,000 acres. ""Knoxville – Gateway to the Great Smokies.""",Creation date inferred from archival collection dates.,,Mount Le Conte,Huggins Hell,Scenery and landscapes,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000327_0001,0012_003589_000327_0002,gsmrc-post_65_01,gsmrc-post_65_02,"Newfound Gap Highway, Chimney Tops in Background, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,,Unused postcard.,Wide sweeping turns afford safe and easy driving as you ascend the Mountains.  This view is just below the lower tunnel on the Newfound Gap Highway.,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,Roads,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000328_0001,0012_003589_000328_0002,gsmrc-post_66_01,gsmrc-post_66_02,"The Falls, Appalachian Club, Elkmont, Tenn.",1916-08-24,1916-08-24,,,Unknown,Unknown,,"Postcard with handwritten note mailed on August 24, 1916 from Elkmont, Tenn. to Mrs. Charles T. Cates, Knoxville for a postage of 1 cent.",,,,Waterfalls,Elkmont,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000329_0001,0012_003589_000329_0002,gsmrc-post_67_01,gsmrc-post_67_02,"""The Loop"", near Newfound Gap in Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,"Carlos C. Campbell, Knoxville, Tenn.",Unused postcard.,,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000330_0001,0012_003589_000330_0002,gsmrc-post_68_01,gsmrc-post_68_02,Cabin and Swinging Bridge,Undated,1910,1955,inferred,"Standard Souvenirs & Novelties, Inc., Knoxville, Tenn.",Unknown,,Unused postcard.,"Great Smoky Mountains National Park – There is a picturesque quality to these typical mountain homes throughout the foothills of the Great Smoky Mountains.  The swinging bridge seen here, is the generally used method for foot travel in crossing the streams.  Vehicles and domestic animals have to ford the streams or stay on the same side.",Creation date inferred from archival collection dates.,,Swinging bridges,Cabins,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000331_0001,0012_003589_000331_0002,gsmrc-post_69_01,gsmrc-post_69_02,Chimney Tops as seen from the Loop-Over Underpass Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Harry N. Martin, Asheville, N.C.",Unknown,"Thompsons, Inc.",Unused postcard.,"Chimney Tops, Alt. 4,755 ft.  The ""Chimneys"" in the Tennessee section of the Great Smoky Mountains National Park test the endurance of hardened mountain climbers.  The ruggedness cannot be appreciated until one climbs to the top.  Excellent views of Little Pigeon Gorge, the Loop-Over and many other awe-inspiring scenes may be seen from the tops.",Creation date inferred from archival collection dates.,,Chimney Tops,Newfound Gap Highway/U.S. 441,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000332_0001,0012_003589_000332_0002,gsmrc-post_70_01,gsmrc-post_70_02,"Clingman's Dome Observation Tower, Alt. 6643 Ft. – Great Smoky Mountains National park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,,Unused postcard.,Each year thousands of visitors climb the observation tower on top of Clingman's Dome for an unforgettable panoramic view of deep gorges and towering mountain ranges.  One of the most famous ranges to be seen from this point is Mt. LeConte.  On days when the clouds hang low the mountain tops below appear as islands in a sea of white.,Creation date inferred from archival collection dates.,,Observation towers,Clingmans Dome,Tourism,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000333_0001,0012_003589_000333_0002,gsmrc-post_71_01,gsmrc-post_71_02,"""Hitch-Hiker"" in the Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Harry N. Martin, Asheville, N.C.",Unknown,"Curt Teich & Co., Inc.",Unused postcard.,,Creation date inferred from archival collection dates.,,Black bears,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000334_0001,0012_003589_000334_0002,gsmrc-post_72_01,gsmrc-post_72_02,"Huggin's Hell, Great Smoky Mountains National Park – ""Who Says It Is?""",Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,"Postcard with handwritten note addressed to Mr. and Mrs. Harold Adam, Middleboro, Kentucky.",,Creation date inferred from archival collection dates.,,Huggins Hell,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000335_0001,0012_003589_000335_0002,gsmrc-post_73_01,gsmrc-post_73_02,"Little Pigeon Gorge, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,"Thompsons, Knoxville",Unused postcard.,"There are numerous parking plazas along scenic roads of the Great Smokies.  From this one, near the top of the mountain on the Tennessee side of the Newfound Gap Highway, a good view of the Little Pigeon Gorge is obtained.",Creation date inferred from archival collection dates.,,Little Pigeon River,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000336_0001,0012_003589_000336_0002,gsmrc-post_74_01,gsmrc-post_74_02,Scenic Loop Highway Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,"Thompsons, Inc.",Unused postcard.,"Here we see the Scenic Loop Highway as it follows along Little River through the park.  This point is known as the ""Narrows"" and the big rock that overhangs the highway is known as the Indian Head Rock.",Creation date inferred from archival collection dates.,,Little River Road,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000337_0001,0012_003589_000337_0002,gsmrc-post_75_01,gsmrc-post_75_02,"Typical Mountain Cabin, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,Jim Thompson Co.,Unused postcard.,"Pioneer cabins, located throughout the foothill sections of the Great Smoky Mountains National Park, add a picturesque interest to the park; while many of the cabins are still occupied – the owners having exercised their privilege to retain a life-time lease when selling their land and homes to the park – poorer types, that have been vacated, have been removed so the surroundings can soon become ""natural"" again.  Some of the better examples of mountain architecture, however, are being restored and will be preserved as a part of the park museum projects.",Creation date inferred from archival collection dates.,,Cabins,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000338_0001,0012_003589_000338_0002,gsmrc-post_76_01,gsmrc-post_76_02,"Winter is a ""Time of Enchantment"" in the Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,"One of the greatest of Nature's displays is the Great Smoky Mountains National Park, the largest national park in Eastern America.  This park straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee.  Within its borders there are many mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.",Creation date inferred from archival collection dates.,,Snow and ice,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
