identifier 1,abstract,abstract 2,collection,collection_identifier,date_range_end,date_qualifier,date_single/start,date_text,digital_origin,filename 1,filename 2,form,identifier 2,internet_media_type,item_type,language,language_of_cataloging,name 1,name_role 1,name 2,name_role 2,name 3,name_role 3,note,note_2,place_of_origin,repository,series_title,title2,title2_part,project_url,project,rights,subject_topical 1 1,subject_topical 1 2,subject_topical 2 1,subject_topical 2 2,subject_topical 3,subject_name 1,subject_name 2,subject_geographic,subject_geographic 2 1,subject_geographic 2 2,subject_geographic 3 1,subject_geographic 3 2,subject_geographic 4 1,subject_geographic 4 2,subject_geographic 5 1,subject_geographic 5 2,genre,title,title_intial_article
0012_003589_000260_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_10.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 10,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Hotels | http://id.loc.gov/authorities/subjects/sh85062487,Hotels | DOTS,Tourism--Gatlinburg,Tourism -- Gatlinburg | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,New Riverside Hotel,
0012_003589_000261_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_11.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 11,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Hotels | http://id.loc.gov/authorities/subjects/sh85062487,Hotels | DOTS,Tourism--Gatlinburg,Tourism -- Gatlinburg | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,New Gatlinburg Inn,
0012_003589_000262_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_12.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 12,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tourism--Tennessee--Gatlinburg,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Enjoying the Sky Lift,
0012_003589_000263_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_13.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 13,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tourism--Fishing,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Trout Fishing in the Great Smoky Mountains National Park,
0012_003589_000264_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_14.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 14,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Black bear | http://id.loc.gov/authorities/subjects/sh85014524,Black bears | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Cub Bear in Great Smoky Mountains National Park,
0012_003589_000265_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_15.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Contributor | http://id.loc.gov/vocabulary/relators/ctb,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 15,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,Laura Spelman Rockefeller Memorial | http://id.loc.gov/authorities/names/n89601522,Laura Spelman Rockefeller Memorial | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Newfound Gap | Coordinates: 35.61121N, 83.42488W",Newfound Gap | DOTS,,,,,,,Souvenir postcard folders,Newfound Gap Parking Area and Laura Spelman Rockefeller Memorial,
0012_003589_000266_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_16.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 16,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tourism--Tennessee--Gatlinburg,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,,,,,,,Souvenir postcard folders,"Top of Sky Lift Overlooking Gatlinburg, Mt. LeConte in background",
0012_003589_000267_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_17.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 17,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Little Pigeon River | Coordinates: 35.93092N, 83.59545W",Little Pigeon River | DOTS,,,,,,,Souvenir postcard folders,"Little Pigeon River, near Gatlinburg",
0012_003589_000268_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_18.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 18,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287N, 83.4985W",Clingmans Dome | DOTS,,,,,,,Souvenir postcard folders,"Sunrise as Seen from Parking Area at Clingman's Dome, Great Smoky Mountains National Park",
0012_003589_000269_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_19.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Contributor | http://id.loc.gov/vocabulary/relators/ctb,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 19,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tunnels | http://id.loc.gov/authorities/subjects/sh85138674,Tunnels | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,Newfound Gap Road,Newfound Gap Road/U.S. 441 | DOTS,,,,,Souvenir postcard folders,View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway,
0012_003589_000270_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_20.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 20,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,Souvenir postcard folders,"""The Loop"" on Newfound Gap Highway",
0012_003589_000271_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1959,approximate,1950,Circa 1950s,reformatted digital,gsmrc-post_40_21.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Souvenir Folder of Gatlinburg Tenn.,Souvenir Folder of Gatlinburg Tenn.,Postcard 21,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Black bear | http://id.loc.gov/authorities/subjects/sh85014524,Black bears | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Black She Bear with her four Cubs in Great Smoky Mountains National Park,
0012_003589_000283_0001,"Postcard with handwritten note sent from Gatlinburg to Mrs. Martha Evans, Knoxville in 1944 for a postage of 1 cent.","Here we see the Tennessee approach to Newfound Gap, center of the Great Smoky Mountains National Park. At the far edge of the Gap is the Rockefeller Memorial, commemorating the gift of $5,000,000--half of the purchase price of the 440,000 acres of forested wilderness that makes up this new national park.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,,,1944-08-22,1944-08-22,reformatted digital,gsmrc-post_41_01.jp2,gsmrc-post_41_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000283_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Thompsons (Knoxville, Tenn.)",Contributor | http://id.loc.gov/vocabulary/relators/ctb,,,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Automobiles | http://id.loc.gov/authorities/subjects/sh85010201,Automobiles | DOTS,,,,Laura Spelman Rockefeller Memorial | http://id.loc.gov/authorities/names/n89601522,Laura Spelman Rockefeller Memorial | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,,"Newfound Gap and Rockefeller Memorial, Great Smoky Mountains National Park",
0012_003589_000284_0000,Front cover of a souvenir folder filled with postcard-sized images that fold out in accordion style.  The image on the cover shows the parking area at Clingmans Dome.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_01.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 1,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Automobiles | http://id.loc.gov/authorities/subjects/sh85010201,Automobiles | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287N, 83.4985W",Clingmans Dome | DOTS,,,,,,,Souvenir postcard folders,"Great Smoky Mountains National Park, Tenn. N.C., Parking Area at Clingman's Dome",
0012_003589_000285_0000,Back cover of a souvenir folder showing a view from inside a tunnel on Newfound Gap Highway. The back cover is made of two parts and unfolds like an envelope.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_02.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 2,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tunnels | http://id.loc.gov/authorities/subjects/sh85138674,Tunnels | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,U.S. 441,U.S. 441 | DOTS,,,Souvenir postcard folders,View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway,
0012_003589_000286_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_04.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 3,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Dams | http://id.loc.gov/authorities/subjects/sh85035582,Dams | DOTS,Water power | http://id.loc.gov/authorities/subjects/sj96006364,Water power | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,"Cheoah Dam, Tapoco, North Carolina, near the Great Smoky Mountains National Park",
0012_003589_000287_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_05.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 4,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,Eastern Band of Cherokee Indians | http://id.loc.gov/authorities/names/n50024398,Eastern Band of the Cherokee | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Qualla Boundary | Coordinates: 35.5N, 83.2667W",Qualla Boundary | DOTS,,,,,,,Souvenir postcard folders,"Cherokee Indian Woman and Papoose, Cherokee Indian Reservation, North Carolina",
0012_003589_000288_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_06.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 5,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,,,,,,,Souvenir postcard folders,"Chimney Tops, Great Smoky Mountains National Park.  The Only Peak of its Kind in the World.",
0012_003589_000289_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_07.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 6,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,U.S. 441,U.S. 441 | DOTS,,,Souvenir postcard folders," Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park.",The 
0012_003589_000290_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_08.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 7,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,U.S. 441,DOTS: U.S. 441,Souvenir postcard folders,"Mt. LeConte, Elevation 6,593 Feet, and the Loop, Newfound Gap Highway, from the Chimneys, Great Smoky Mountains National Park",
0012_003589_000291_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_09.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 8,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287N, 83.4985W",Clingmans Dome | DOTS,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,,,,,Souvenir postcard folders,"Mt. LeConte as Seen from the Observation Tower on Clingman's Dome, Great Smoky Mountains National Park",
0012_003589_000292_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_10.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 9,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Rivers--Tennessee | http://id.loc.gov/authorities/subjects/sh85114409,Streams | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Little River (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003381 | Coordinates: 35.65304N, 83.56978W",Little River | DOTS,,,,,,,Souvenir postcard folders,"Little River, Great Smoky Mountains National Park",
0012_003589_000293_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_11.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 10,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tunnels | http://id.loc.gov/authorities/subjects/sh85138674,Tunnels | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,U.S. 441,U.S. 441 | DOTS,,,Souvenir postcard folders,"View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park",
0012_003589_000294_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_12.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 11,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,"Distilling, Illicit | http://id.loc.gov/authorities/subjects/sh85038527",Moonshine | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,"""Moonshine"" still in the Heart of the Mountains",
0012_003589_000295_0000,Image in a souvenir folder showing a cabin and water well.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_13.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 12,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Log cabins | http://id.loc.gov/authorities/subjects/sh85078077,Cabins | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders, Mountain Home in the Great Smoky Mountains,A 
